date,date,open,high,low,close,volume,doji,doji_star,complete_doji,complete_doji_idx,trend_line,rsi,rsi70,rsi30,above_trend,below_trend,five_max,five_min,Five_max_list,Five_min_list
01/02/2019 05:00:00,2019-02-01 05:00:00,1.1269,1.1269,1.1261,1.1267,4946,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 06:00:00,2019-01-02 06:00:00,1.1267,1.1271,1.1263,1.1264,7824,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 07:00:00,2019-01-02 07:00:00,1.1265,1.1265,1.1234,1.1236,15049,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 08:00:00,2019-01-02 08:00:00,1.1236,1.1246,1.1226,1.1246,13246,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 09:00:00,2019-01-02 09:00:00,1.1246,1.1258,1.1242,1.1257,8082,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 10:00:00,2019-01-02 10:00:00,1.1257,1.1262,1.1254,1.1256,8234,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 11:00:00,2019-01-02 11:00:00,1.1256,1.1258,1.1242,1.1243,8500,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0
02/01/2019 12:00:00,2019-01-02 12:00:00,1.1242,1.1243,1.1231,1.1238,17499,0.0,0.0,0.0,0,0.0,29.577464788731824,0.0,29.577464788731824,0.0,0.0,0,0,0.0,0.0
02/01/2019 13:00:00,2019-01-02 13:00:00,1.1238,1.1246,1.123,1.123,21078,0.0,0.0,0.0,0,0.0,26.14107883817415,0.0,26.14107883817415,0.0,0.0,0,0,1.1246,0.0
02/01/2019 14:00:00,2019-01-02 14:00:00,1.1231,1.1238,1.1221,1.1222,24452,0.0,0.0,0.0,0,0.0,23.020706455542214,0.0,23.020706455542214,0.0,0.0,0,0,1.1238,0.0
02/01/2019 15:00:00,2019-01-02 15:00:00,1.1222,1.1231,1.1221,1.1227,13645,0.0,0.0,0.0,0,0.0,29.184369018161068,0.0,29.184369018161068,0.0,0.0,0,0,1.1231,0.0
02/01/2019 16:00:00,2019-01-02 16:00:00,1.1227,1.1228,1.1218,1.1226,13864,1.1226,1.1226,1.1226,02/01/2019 16:00:00,0.0,28.649123477064954,0.0,28.649123477064954,1.1226,0.0,1,0,1.1228,0.0
02/01/2019 17:00:00,2019-01-02 17:00:00,1.1227,1.1236,1.1219,1.1231,10630,0.0,0.0,0.0,0,0.0,35.544808947412974,0.0,0.0,0.0,0.0,0,0,0.0,0.0
02/01/2019 18:00:00,2019-01-02 18:00:00,1.1231,1.1243,1.1231,1.1238,9726,0.0,0.0,0.0,0,0.0,44.33214864585768,0.0,0.0,0.0,0.0,0,0,0.0,0.0
02/01/2019 19:00:00,2019-01-02 19:00:00,1.1238,1.1239,1.1233,1.1234,9462,0.0,0.0,0.0,0,0.0,40.638575276193016,0.0,0.0,0.0,0.0,0,0,0.0,0.0
02/01/2019 20:00:00,2019-01-02 20:00:00,1.1234,1.1237,1.1229,1.123,3662,0.0,0.0,0.0,0,0.0,37.03837497911485,0.0,0.0,0.0,0.0,0,0,0.0,0.0
02/01/2019 21:00:00,2019-01-02 21:00:00,1.123,1.1233,1.1183,1.1197,10104,0.0,0.0,0.0,0,0.0,19.991721757872195,0.0,19.991721757872195,0.0,0.0,0,0,1.1233,0.0
02/01/2019 22:00:00,2019-01-02 22:00:00,1.1197,1.1213,1.1184,1.119,14013,0.0,0.0,0.0,0,0.0,17.947525153002697,0.0,17.947525153002697,0.0,0.0,0,0,1.1213,0.0
02/01/2019 23:00:00,2019-01-02 23:00:00,1.1191,1.1213,1.1188,1.1205,7235,0.0,0.0,0.0,0,0.0,34.652365947214896,0.0,0.0,0.0,0.0,0,0,1.1213,0.0
03/01/2019 00:00:00,2019-01-03 00:00:00,1.1205,1.1209,1.1197,1.1205,4953,1.1205,0.0,1.1205,03/01/2019 00:00:00,0.0,34.652365947214896,0.0,0.0,1.1205,0.0,1,0,1.1209,0.0
03/01/2019 01:00:00,2019-01-03 01:00:00,1.1205,1.1219,1.1205,1.1212,5042,0.0,0.0,0.0,0,0.0,42.135190219227034,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 02:00:00,2019-01-03 02:00:00,1.1212,1.1222,1.121,1.1215,4240,0.0,0.0,0.0,0,0.0,45.268770916952604,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 03:00:00,2019-01-03 03:00:00,1.1215,1.1216,1.1212,1.1212,2075,0.0,0.0,0.0,0,0.0,42.57868944597742,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 04:00:00,2019-01-03 04:00:00,1.1212,1.1213,1.12,1.1204,4111,0.0,0.0,0.0,0,0.0,35.93512165046566,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 05:00:00,2019-01-03 05:00:00,1.1204,1.1206,1.1194,1.1202,3776,0.0,0.0,0.0,0,0.0,34.370939647111584,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 06:00:00,2019-01-03 06:00:00,1.1202,1.1221,1.12,1.1218,11957,0.0,0.0,0.0,0,0.0,53.33080509395055,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 07:00:00,2019-01-03 07:00:00,1.1218,1.1231,1.1215,1.1221,16789,0.0,0.0,0.0,0,0.0,56.10479098411565,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 08:00:00,2019-01-03 08:00:00,1.122,1.1231,1.1217,1.1223,10724,0.0,0.0,0.0,0,0.0,58.04442224659603,0.0,0.0,0.0,0.0,0,0,1.1231,0.0
03/01/2019 09:00:00,2019-01-03 09:00:00,1.1222,1.1238,1.1218,1.1234,9547,0.0,0.0,0.0,0,0.0,67.31255936862138,0.0,0.0,0.0,0.0,0,0,1.1238,0.0
03/01/2019 10:00:00,2019-01-03 10:00:00,1.1234,1.1236,1.1218,1.1223,10277,0.0,0.0,0.0,0,0.0,53.519475350999414,0.0,0.0,0.0,0.0,0,0,1.1236,0.0
03/01/2019 11:00:00,2019-01-03 11:00:00,1.1223,1.1228,1.1221,1.1223,7501,1.1223,0.0,1.1223,03/01/2019 11:00:00,0.0,53.519475350999414,0.0,0.0,1.1223,0.0,1,0,1.1228,0.0
03/01/2019 12:00:00,2019-01-03 12:00:00,1.1223,1.1233,1.1216,1.1233,16183,0.0,0.0,0.0,0,0.0,62.920929127218336,0.0,0.0,0.0,0.0,0,0,1.1233,0.0
03/01/2019 13:00:00,2019-01-03 13:00:00,1.1233,1.1248,1.1233,1.1241,18617,0.0,0.0,0.0,0,0.0,68.8091943420995,0.0,0.0,0.0,0.0,0,0,1.1248,0.0
03/01/2019 14:00:00,2019-01-03 14:00:00,1.1241,1.1271,1.1231,1.127,48849,0.0,0.0,0.0,0,0.0,81.34079344096095,81.34079344096095,0.0,0.0,0.0,0,0,1.1271,0.0
03/01/2019 15:00:00,2019-01-03 15:00:00,1.127,1.1276,1.1265,1.127,34854,1.127,0.0,1.127,03/01/2019 15:00:00,0.0,81.34079344096094,81.34079344096094,0.0,1.127,0.0,1,0,1.1276,0.0
03/01/2019 16:00:00,2019-01-03 16:00:00,1.127,1.1275,1.1266,1.1273,17126,0.0,0.0,0.0,0,0.0,82.3398522835195,82.3398522835195,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 17:00:00,2019-01-03 17:00:00,1.1273,1.1277,1.1265,1.1275,12319,0.0,0.0,0.0,0,0.0,83.04589081337092,83.04589081337092,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 18:00:00,2019-01-03 18:00:00,1.1275,1.1278,1.1264,1.1264,12590,0.0,0.0,0.0,0,0.0,66.09128350900177,0.0,0.0,0.0,0.0,0,0,1.1278,0.0
03/01/2019 19:00:00,2019-01-03 19:00:00,1.1264,1.1266,1.126,1.1261,12661,0.0,0.0,0.0,0,0.0,62.059883412995,0.0,0.0,0.0,0.0,0,0,1.1266,0.0
03/01/2019 20:00:00,2019-01-03 20:00:00,1.1261,1.1261,1.124,1.1243,5066,0.0,0.0,0.0,0,0.0,43.49030005115636,0.0,0.0,0.0,0.0,0,0,1.1261,0.0
03/01/2019 21:00:00,2019-01-03 21:00:00,1.1243,1.1245,1.1236,1.1243,6895,1.1243,0.0,1.1243,03/01/2019 21:00:00,0.0,43.49030005115636,0.0,0.0,1.1243,0.0,1,0,1.1245,0.0
03/01/2019 22:00:00,2019-01-03 22:00:00,1.1244,1.1251,1.1242,1.1246,4251,0.0,0.0,0.0,0,0.0,47.082285836674984,0.0,0.0,0.0,0.0,0,0,0.0,0.0
03/01/2019 23:00:00,2019-01-03 23:00:00,1.1246,1.1251,1.1245,1.1248,4147,0.0,0.0,0.0,0,0.0,49.575221867850075,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 00:00:00,2019-01-04 00:00:00,1.1248,1.125,1.1241,1.125,3455,0.0,0.0,0.0,0,0.0,52.202247580320936,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 01:00:00,2019-01-04 01:00:00,1.125,1.1253,1.1246,1.1246,1620,0.0,0.0,0.0,0,0.0,46.54424544602189,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 02:00:00,2019-01-04 02:00:00,1.1246,1.1253,1.1243,1.125,2107,0.0,0.0,0.0,0,0.0,52.54496085706466,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 03:00:00,2019-01-04 03:00:00,1.125,1.1255,1.1248,1.1253,1945,0.0,0.0,0.0,0,0.0,56.78928079879682,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 04:00:00,2019-01-04 04:00:00,1.1253,1.1253,1.1244,1.1245,1576,0.0,0.0,0.0,0,0.0,44.42722972531032,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 05:00:00,2019-01-04 05:00:00,1.1245,1.1245,1.1239,1.1243,1994,0.0,0.0,0.0,0,0.0,41.77490649149333,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 06:00:00,2019-01-04 06:00:00,1.1243,1.1257,1.1239,1.1257,6624,0.0,0.0,0.0,0,0.0,60.858480899784574,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 07:00:00,2019-01-04 07:00:00,1.1257,1.1258,1.1246,1.1248,8203,0.0,0.0,0.0,0,0.0,48.85028214129115,0.0,0.0,0.0,0.0,0,0,1.1258,0.0
04/01/2019 08:00:00,2019-01-04 08:00:00,1.1249,1.1258,1.1245,1.1254,8366,0.0,0.0,0.0,0,0.0,55.655636121367955,0.0,0.0,0.0,0.0,0,0,1.1258,0.0
04/01/2019 09:00:00,2019-01-04 09:00:00,1.1254,1.1269,1.1254,1.1262,8996,0.0,0.0,0.0,0,0.0,63.25955414183757,0.0,0.0,0.0,0.0,0,0,1.1269,0.0
04/01/2019 10:00:00,2019-01-04 10:00:00,1.1262,1.1267,1.1259,1.1263,6211,1.1263,0.0,1.1263,04/01/2019 10:00:00,0.0,64.15589569816416,0.0,0.0,1.1263,0.0,1,0,1.1267,0.0
04/01/2019 11:00:00,2019-01-04 11:00:00,1.1263,1.1267,1.1256,1.1259,6360,0.0,0.0,0.0,0,0.0,57.59828754608386,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 12:00:00,2019-01-04 12:00:00,1.1258,1.1259,1.1247,1.1249,23173,0.0,0.0,0.0,0,0.0,44.370434319318235,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 13:00:00,2019-01-04 13:00:00,1.1249,1.1252,1.1235,1.1238,23703,0.0,0.0,0.0,0,0.0,34.27011988078233,0.0,0.0,0.0,0.0,0,0,0.0,0.0
04/01/2019 14:00:00,2019-01-04 14:00:00,1.1239,1.1259,1.1231,1.1246,37692,0.0,0.0,0.0,0,0.0,44.91043826409181,0.0,0.0,0.0,0.0,0,0,1.1259,0.0
04/01/2019 15:00:00,2019-01-04 15:00:00,1.1246,1.1256,1.1246,1.125,22215,0.0,0.0,0.0,0,0.0,49.663681371067156,0.0,0.0,0.0,0.0,0,0,1.1256,0.0
04/01/2019 16:00:00,2019-01-04 16:00:00,1.125,1.125,1.1238,1.1246,13906,0.0,0.0,0.0,0,0.0,45.12162774352997,0.0,0.0,0.0,0.0,0,0,1.125,0.0
04/01/2019 17:00:00,2019-01-04 17:00:00,1.1246,1.1253,1.1244,1.1246,8124,1.1246,0.0,1.1246,04/01/2019 17:00:00,0.0,45.12162774352997,0.0,0.0,1.1246,0.0,1,0,1.1253,0.0
04/01/2019 18:00:00,2019-01-04 18:00:00,1.1246,1.1248,1.1239,1.1244,11761,0.0,0.0,0.0,0,0.0,42.477766803897,0.0,0.0,0.0,0.0,0,0,0.0,1.1239
04/01/2019 19:00:00,2019-01-04 19:00:00,1.1244,1.125,1.1244,1.1247,5385,0.0,0.0,0.0,0,0.0,47.82751590455644,0.0,0.0,0.0,0.0,0,0,0.0,1.1244
04/01/2019 20:00:00,2019-01-04 20:00:00,1.1247,1.1249,1.1241,1.1243,3045,0.0,0.0,0.0,0,1.1249038632034636,41.78274105040683,0.0,0.0,0.0,0.0,0,0,0.0,1.1241
04/01/2019 21:00:00,2019-01-04 21:00:00,1.1241,1.1243,1.1241,1.1242,11,1.1242,0.0,1.1242,04/01/2019 21:00:00,1.1248764363636368,40.29726823238424,0.0,0.0,0.0,1.1242,0,1,0.0,1.1241
04/01/2019 22:00:00,2019-01-04 22:00:00,1.1227,1.1227,1.1227,1.1227,2,1.1227,0.0,1.1227,04/01/2019 22:00:00,1.1248283481481485,24.841652469153004,0.0,24.841652469153004,0.0,1.1227,0,1,0.0,1.1227
06/01/2019 21:00:00,2019-01-06 21:00:00,1.1234,1.1244,1.123,1.1237,49,0.0,0.0,0.0,0,1.1247879703703707,42.11058208715561,0.0,0.0,0.0,0.0,0,0,0.0,0.0
06/01/2019 22:00:00,2019-01-06 22:00:00,1.1251,1.126,1.1248,1.1249,6969,0.0,0.0,0.0,0,1.1247649470899472,56.199933519556836,0.0,0.0,0.0,0.0,0,0,0.0,1.1248
06/01/2019 23:00:00,2019-01-06 23:00:00,1.1249,1.1249,1.1241,1.1241,3268,0.0,0.0,0.0,0,1.1247451518883418,47.25468826388185,0.0,0.0,0.0,0.0,0,0,0.0,1.1241
07/01/2019 00:00:00,2019-01-07 00:00:00,1.1241,1.1247,1.1239,1.1242,2679,0.0,0.0,0.0,0,1.1247358739281155,48.45123998576163,0.0,0.0,0.0,0.0,0,0,0.0,1.1239
07/01/2019 01:00:00,2019-01-07 01:00:00,1.1242,1.1243,1.1241,1.1242,1538,1.1242,0.0,1.1242,07/01/2019 01:00:00,1.1247253571428573,48.45123998576164,0.0,0.0,0.0,1.1242,0,1,0.0,1.1241
07/01/2019 02:00:00,2019-01-07 02:00:00,1.1242,1.1244,1.124,1.1244,2209,0.0,0.0,0.0,0,1.124714091954023,51.44947140030974,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 03:00:00,2019-01-07 03:00:00,1.1244,1.1249,1.1243,1.1245,2349,0.0,0.0,0.0,0,1.1247038505747127,53.042660065867544,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 04:00:00,2019-01-07 04:00:00,1.1245,1.1246,1.1241,1.1246,1335,0.0,0.0,0.0,0,1.1246920459770116,54.774099321034264,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 05:00:00,2019-01-07 05:00:00,1.1246,1.1247,1.1237,1.1238,2422,0.0,0.0,0.0,0,1.1246743333333336,40.7501637535675,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 06:00:00,2019-01-07 06:00:00,1.1238,1.1253,1.1234,1.1253,8498,0.0,0.0,0.0,0,1.124666666666667,62.021052922465344,0.0,0.0,0.0,0.0,0,0,0.0,1.1234
07/01/2019 07:00:00,2019-01-07 07:00:00,1.1253,1.1255,1.124,1.1249,9998,0.0,0.0,0.0,0,1.1246576666666668,55.78988469913614,0.0,0.0,0.0,0.0,0,0,0.0,1.124
07/01/2019 08:00:00,2019-01-07 08:00:00,1.1249,1.1251,1.124,1.1241,6871,0.0,0.0,0.0,0,1.124647666666667,45.19497465586007,0.0,0.0,0.0,0.0,0,0,0.0,1.124
07/01/2019 09:00:00,2019-01-07 09:00:00,1.1241,1.1245,1.1234,1.1241,5384,1.1241,0.0,1.1241,07/01/2019 09:00:00,1.1246393333333335,45.19497465586007,0.0,0.0,0.0,1.1241,0,1,0.0,1.1234
07/01/2019 10:00:00,2019-01-07 10:00:00,1.1241,1.1242,1.1232,1.1234,4469,0.0,0.0,0.0,0,1.1246026666666669,36.85852089879043,0.0,0.0,0.0,0.0,0,0,0.0,1.1232
07/01/2019 11:00:00,2019-01-07 11:00:00,1.1234,1.1236,1.1228,1.1229,7747,0.0,0.0,0.0,0,1.124551666666667,31.94774455104446,0.0,0.0,0.0,0.0,0,0,0.0,1.1228
07/01/2019 12:00:00,2019-01-07 12:00:00,1.1229,1.1234,1.1226,1.123,12543,0.0,0.0,0.0,0,1.124484666666667,33.99954887818751,0.0,0.0,0.0,0.0,0,0,0.0,1.1226
07/01/2019 13:00:00,2019-01-07 13:00:00,1.123,1.1239,1.1229,1.1231,13172,1.1231,0.0,1.1231,07/01/2019 13:00:00,1.1243990000000001,36.24225892775418,0.0,0.0,0.0,1.1231,0,1,0.0,1.1229
07/01/2019 14:00:00,2019-01-07 14:00:00,1.1231,1.1255,1.1225,1.1254,21751,0.0,0.0,0.0,0,1.1243336666666668,66.65045891439287,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 15:00:00,2019-01-07 15:00:00,1.1253,1.1257,1.1241,1.1248,14178,0.0,0.0,0.0,0,1.1242813333333335,58.20219692714142,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 16:00:00,2019-01-07 16:00:00,1.1248,1.125,1.1237,1.125,8109,0.0,0.0,0.0,0,1.1242553333333336,60.16576622049078,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 17:00:00,2019-01-07 17:00:00,1.125,1.1255,1.1246,1.1247,8110,0.0,0.0,0.0,0,1.1242580000000002,55.595218317057984,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 18:00:00,2019-01-07 18:00:00,1.1247,1.1251,1.1244,1.1245,5816,0.0,0.0,0.0,0,1.124262666666667,52.49365159528239,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 19:00:00,2019-01-07 19:00:00,1.1245,1.1246,1.1241,1.1243,4905,0.0,0.0,0.0,0,1.1242537931034486,49.28581373178,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 20:00:00,2019-01-07 20:00:00,1.1242,1.1243,1.1239,1.124,1790,0.0,0.0,0.0,0,1.1242371954022992,44.52434226618601,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 21:00:00,2019-01-07 21:00:00,1.1241,1.1244,1.1235,1.1243,3960,0.0,0.0,0.0,0,1.1242221724137935,50.14369312387652,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 22:00:00,2019-01-07 22:00:00,1.1243,1.1243,1.1237,1.1241,4476,0.0,0.0,0.0,0,1.1242051724137934,46.48167109100223,0.0,0.0,0.0,0.0,0,0,0.0,1.1237
07/01/2019 23:00:00,2019-01-07 23:00:00,1.1241,1.1246,1.1237,1.1237,3124,0.0,0.0,0.0,0,1.1241874876847293,39.714188941083975,0.0,0.0,0.0,0.0,0,0,0.0,1.1237
08/01/2019 00:00:00,2019-01-08 00:00:00,1.1237,1.1239,1.1228,1.1229,4479,0.0,0.0,0.0,0,1.1241863596971355,29.64363035874798,0.0,29.64363035874798,0.0,0.0,0,0,0.0,1.1228
08/01/2019 01:00:00,2019-01-08 01:00:00,1.1229,1.1235,1.1228,1.1229,3008,1.1229,0.0,1.1229,08/01/2019 01:00:00,1.1241580070312829,29.64363035874798,0.0,29.64363035874798,0.0,1.1229,0,1,0.0,1.1228
08/01/2019 02:00:00,2019-01-08 02:00:00,1.1229,1.1233,1.1226,1.1233,2582,0.0,0.0,0.0,0,1.1241177401302402,39.99827465987394,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 03:00:00,2019-01-08 03:00:00,1.1233,1.1236,1.1228,1.123,2576,0.0,0.0,0.0,0,1.1240544097609315,35.43504055238034,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 04:00:00,2019-01-08 04:00:00,1.123,1.123,1.1226,1.1229,2115,0.0,0.0,0.0,0,1.1239696437620352,33.92969241612217,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 05:00:00,2019-01-08 05:00:00,1.1229,1.1231,1.1226,1.1227,2248,0.0,0.0,0.0,0,1.1238702625635235,30.86974577555402,0.0,0.0,0.0,0.0,0,0,0.0,1.1226
08/01/2019 06:00:00,2019-01-08 06:00:00,1.1227,1.1231,1.122,1.1224,9504,0.0,0.0,0.0,0,1.1237742330133635,26.66187271349876,0.0,26.66187271349876,0.0,0.0,0,0,0.0,1.122
08/01/2019 07:00:00,2019-01-08 07:00:00,1.1224,1.1235,1.122,1.1227,7734,0.0,0.0,0.0,0,1.1237183939393938,36.72451130346732,0.0,0.0,0.0,0.0,0,0,0.0,1.122
08/01/2019 08:00:00,2019-01-08 08:00:00,1.1227,1.1232,1.1223,1.1227,5776,1.1227,0.0,1.1227,08/01/2019 08:00:00,1.123697880952381,36.72451130346731,0.0,0.0,0.0,1.1227,0,1,0.0,1.1223
08/01/2019 09:00:00,2019-01-08 09:00:00,1.1227,1.1229,1.1222,1.1226,7222,0.0,0.0,0.0,0,1.1236361478696744,34.57231050422458,0.0,0.0,0.0,0.0,0,0,0.0,0.0
